2001:0288:1036:1402::/64,1659.0,National Chung Hsing University,TW,Education and Research,"Colleges, Universities, and Professional Schools"
2a03:2880:f08e:0003::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f08e:0005::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f0a3:0000::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f276:00ca::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f276:00cd::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f277:00c0::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f277:00c6::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f277:00c7::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f277:00cb::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f277:00cc::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f277:01c6::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f277:01cb::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f277:01cd::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f278:00c3::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f278:00cb::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f27b:00c9::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f27b:01cc::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f27b:01cf::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:2880:f27b:02c1::/64,32934.0,"Facebook, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
2a03:70c0:0000:000::/60,51115.0,HLL LLC,RU,Computer and Information Technology,
2a03:70c0:0000:003::/60,51115.0,HLL LLC,RU,Computer and Information Technology,
2a03:70c0:0000:1003::/64,51115.0,HLL LLC,RU,Computer and Information Technology,
2a03:70c0:0000:11ec::/64,51115.0,HLL LLC,RU,Computer and Information Technology,
2a03:70c0:0000:3053::/64,51115.0,HLL LLC,RU,Computer and Information Technology,
2a03:70c0:0000:305c::/64,51115.0,HLL LLC,RU,Computer and Information Technology,
2a03:f480:0001:000a:0000:0000:0000:00::/120,198068.0,P.A.G.M. OU,EE,Computer and Information Technology,
2a03:f480:0002:0002:0000:0000:0000:00::/120,198068.0,P.A.G.M. OU,EE,Computer and Information Technology,
2a03:f680:fff3:0000:0000:0000:0000:10::/120,1547.0,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
2a03:f680:fff3:0000:0000:0000:0000:13::/120,1547.0,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
2a03:f680:fff3:0000:0000:0000:0000:15::/120,1547.0,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
2a03:f680:fff3:0000:0000:0000:0000:16::/120,1547.0,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
2a03:f680:fff3:0000:0000:0000:0000:1b::/120,1547.0,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",MD,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:0100:0099:0000:0000:0000:00::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:0100:0099:0000:0000:0000:08::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:0100:0099:0000:0000:0000:0d::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:0500:0099:0000:0000:0000:00::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:0500:0099:0000:0000:0000:09::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:0800:0099:0000:0000:0000:07::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:0900:0099:0000:0000:0000:08::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:0c00:0099:0000:0000:0000:00::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:0c00:0099:0000:0000:0000:01::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:1100:0099:0000:0000:0000:02::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:1600:0099:0000:0000:0000:06::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:1700:0099:0000:0000:0000:01::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:3500:0099:0000:0000:0000:02::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6800:0099:0000:0000:0000:17::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6e00:0099:0000:0000:0000:19::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:10::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:11::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:12::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:13::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:14::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:15::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:16::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:17::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:18::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:19::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:1a::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:1b::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:1c::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:1d::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:6f00:0099:0000:0000:0000:1e::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:7200:0099:0000:0000:0000:0::/116,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:7200:0099:0000:0000:0000:16::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:7400:0099:0000:0000:0000:15::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:ab00:0099:0000:0000:0000:01::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:ab00:0099:0000:0000:0000:04::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:ab00:0099:0000:0000:0000:05::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:ab00:0099:0000:0000:0000:08::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:4540:dc00:0099:0000:0000:0000:00::/120,15943.0,wilhelm.tel GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
2a04:9dc0:0020:3263::/64,9009.0,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
2a04:9dc0:0020:33e9::/64,9009.0,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
2a05:0541:0048:0::/52,45027.0,"LLC ""Internet Tehnologii""",RU,Computer and Information Technology,Software Development
2a05:9400:0000:0001::/64,204957.0,GREEN FLOID LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
2a05:f300:0000:0000::/64,197619.0,Telnab Networks LLC,US,,
2a06:41c0:0001:0005:0000:0000:0000:01::/120,42846.0,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
2a06:41c0:0001:0006:0000:0000:0000:01::/120,42846.0,GNET Internet Telekomunikasyon A.S.,TR,Computer and Information Technology,Internet Service Provider (ISP)
2a06:ac02:0000:0000::/64,41405.0,Altinea SAS,FR,Computer and Information Technology,
2a06:e881:3208:3d8e::/64,205212.0,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
2a06:e881:3208:4b24::/64,205212.0,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
2a06:e881:3208:d061::/64,205212.0,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
2a06:e881:320e:0000::/64,205212.0,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
2a06:e881:320e:1343::/64,205212.0,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
2a06:e881:320e:6498::/64,205212.0,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
2a06:f900:000d:0302::/64,56630.0,Melbikomas UAB,LT,Computer and Information Technology,
2a07:4a00:0000:0000::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a00:013a:ed13::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a00:904b:a7d7::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a00:a2fb:ce12::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a00:caa4:e1fb::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a00:d611:e5ed::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a00:ecd7:c3be::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a01:071c:8dd6::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a01:c3d0:74f3::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a01:d457:f8e9::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a01:e11f:5072::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a02:0461:2e69::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a02:4ec1:eb0d::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a02:6aff:1e88::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a02:8b00:8a53::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a02:bf39:6349::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a02:c202:78e5::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a02:c563:ff82::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a02:ce9b:0147::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a02:ff55:9c6a::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a03:1c24:4bb8::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a03:55c9:004b::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a03:7bdf:e3b9::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a03:ea04:20e3::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a04:66af:f09e::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a04:7227:b586::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a04:7a99:3254::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a04:dce4:498a::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a05:6c6c:7bd6::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a05:acad:b653::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a05:b42c:1eb2::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a05:c463:0d8b::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a05:e19a:23df::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a06:01ba:c425::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a06:1b45:f885::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a06:63c9:c298::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a06:7fea:a3b0::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a06:bdd5:96e0::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:0000:0000::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:03b1:b2ed::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:1fc1:d754::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:3b19:8d0f::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:6854:18cc::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:77b1:ab33::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:99e2:003f::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:9cef:9c42::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:b1e1:7053::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:cddb:d5ec::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:4a07:dd6c:fd7d::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
2a07:ac81:0000:0074::/64,44812.0,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
2a07:ac82:0000:0074::/64,44812.0,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
2a07:ac83:0000:0074::/64,44812.0,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
2a07:ac85:0000:0074::/64,44812.0,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
2a07:ac86:0000:0074::/64,44812.0,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
2a07:ac87:0000:0074::/64,44812.0,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
2a07:c6c0:0035:0000::/64,46562.0,Performive LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
2a07:c6c0:0036:0000::/64,46562.0,Performive LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
2a07:c6c0:0037:0000::/64,46562.0,Performive LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
2a07:c6c0:0038:0000::/64,46562.0,Performive LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
2a09:2dc0:0001:0000::/64,30860.0,Virtual Systems LLC,UA,Computer and Information Technology,Internet Service Provider (ISP)
2a09:8280:0009::/48,40509.0,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
2a0a:8f40:0031:0000::/64,396356.0,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
2a0a:b640:0001:1358::/64,9009.0,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
2a0a:b640:0001:38c9::/64,9009.0,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
2a0a:b640:0001:3930::/64,9009.0,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
2a0a:b640:0001:5199::/64,9009.0,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
2a0a:b640:0001:5214::/64,9009.0,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
2a0a:b640:0001:577e::/64,9009.0,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
2a0a:b640:0001:5e8f::/64,9009.0,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
2a0a:e200:1600:1000:0000:0000:0001::/112,33438.0,"StackPath, LLC.",US,Computer and Information Technology,Computer and Network Security
2a0b:65c0:0001:0001:0000::/80,41717.0,Telfly Technology Limited,HK,,
2a0b:9800:0000:0000::/64,209641.0,I-SERVERS LTD,GB,Education and Research,
